doctor_id,specialty,region,language,quality_score,daily_minutes,gender,age,race,service_type,services_count,experience_years,board_certified,hires_at,current_panel_size,expected_workload,max_workload,working_weeks_by_year
106,family_practice,North,zh,0.711,360,M,46,White,group,1,34,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 8, 10, 11, 15, 18, 21, 22, 25, 26, 27, 32, 33, 34, 37, 38, 40, 41, 43, 45, 47, 49, 50, 51]}"
107,family_practice,Central,zh,0.565,360,M,57,Other,solo,5,7,True,,0,0.0,46800,"{""2023"": [1, 4, 6, 8, 13, 16, 17, 20, 23, 24, 26, 27, 29, 30, 32, 33, 35, 38, 39, 40, 41, 42, 43, 44, 46, 51]}"
108,family_practice,West,en,0.676,360,M,51,Black,group,1,30,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 7, 8, 11, 15, 16, 17, 19, 20, 22, 24, 26, 28, 29, 30, 31, 32, 34, 36, 41, 43, 49, 50, 52]}"
109,family_practice,East,zh,0.922,360,F,43,Asian,group,2,26,False,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 6, 7, 8, 10, 12, 13, 14, 16, 17, 19, 23, 24, 29, 31, 32, 33, 35, 37, 39, 41, 47, 50]}"
110,family_practice,Central,en,0.723,360,M,48,Asian,solo,1,28,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 6, 8, 12, 13, 14, 15, 17, 21, 24, 26, 28, 34, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 51]}"
111,family_practice,Central,es,0.959,360,F,64,White,group,1,37,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 6, 10, 11, 13, 16, 17, 19, 20, 21, 23, 26, 30, 32, 35, 38, 39, 41, 42, 45, 46, 47, 50]}"
112,family_practice,East,es,0.772,360,F,38,Asian,group,1,2,True,,0,0.0,46800,"{""2023"": [1, 5, 6, 9, 10, 14, 18, 19, 21, 22, 23, 24, 26, 27, 29, 30, 33, 37, 39, 40, 41, 43, 44, 45, 47, 49]}"
113,family_practice,East,zh,0.828,360,M,43,Other,solo,1,18,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 7, 10, 12, 15, 17, 18, 19, 20, 22, 23, 24, 27, 30, 32, 33, 36, 37, 38, 41, 45, 46, 47]}"
114,family_practice,South,en,0.616,360,F,46,Asian,group,2,25,True,,0,0.0,46800,"{""2023"": [3, 4, 5, 8, 9, 10, 12, 16, 19, 21, 23, 25, 27, 30, 31, 32, 33, 34, 36, 38, 41, 42, 45, 46, 47, 48]}"
115,family_practice,South,en,0.828,360,M,37,Other,group,2,35,True,,0,0.0,46800,"{""2023"": [4, 6, 9, 15, 16, 18, 19, 20, 22, 27, 28, 30, 31, 32, 35, 37, 39, 41, 42, 43, 46, 48, 49, 50, 51, 52]}"
116,family_practice,North,en,0.887,360,M,60,Other,group,2,22,False,,0,0.0,46800,"{""2023"": [5, 8, 10, 12, 13, 15, 17, 18, 19, 20, 21, 22, 24, 27, 29, 30, 31, 33, 34, 37, 38, 40, 47, 48, 49, 51]}"
117,family_practice,Central,es,0.733,360,M,51,Hispanic,group,3,39,True,,0,0.0,46800,"{""2023"": [2, 4, 7, 10, 11, 13, 14, 15, 17, 21, 22, 27, 29, 31, 36, 37, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51]}"
118,family_practice,North,zh,0.799,360,M,65,Asian,solo,1,39,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 12, 13, 15, 16, 19, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 43, 44, 46]}"
119,family_practice,South,zh,0.793,360,F,44,Asian,solo,4,23,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 6, 9, 14, 15, 18, 19, 21, 23, 24, 26, 28, 29, 32, 33, 35, 36, 37, 38, 41, 42, 46, 49]}"
120,family_practice,North,zh,0.685,360,M,43,White,group,3,29,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 21, 23, 24, 27, 28, 29, 30, 31, 32, 36, 41, 45, 47, 51, 52]}"
121,family_practice,East,zh,0.684,360,M,60,Asian,group,2,18,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 8, 9, 10, 11, 12, 14, 15, 17, 20, 21, 26, 28, 29, 32, 35, 36, 40, 41, 42, 44, 47, 50, 51]}"
122,family_practice,West,es,0.932,360,F,32,Other,solo,1,30,True,,0,0.0,46800,"{""2023"": [1, 4, 5, 6, 8, 10, 11, 12, 13, 16, 17, 18, 22, 26, 29, 30, 31, 33, 34, 35, 36, 37, 44, 46, 47, 49]}"
123,family_practice,West,en,0.875,360,M,51,Other,group,5,27,False,,0,0.0,46800,"{""2023"": [1, 4, 7, 8, 9, 10, 11, 16, 17, 20, 21, 25, 26, 28, 31, 32, 33, 34, 35, 37, 40, 45, 46, 47, 50, 51]}"
124,family_practice,East,en,0.88,360,F,57,Hispanic,group,5,11,True,,0,0.0,46800,"{""2023"": [4, 6, 7, 9, 12, 13, 17, 18, 21, 22, 23, 24, 28, 29, 31, 33, 35, 38, 40, 43, 44, 46, 47, 49, 50, 52]}"
125,family_practice,Central,zh,0.654,360,F,31,Asian,solo,5,20,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 18, 20, 25, 26, 30, 33, 35, 40, 44, 46, 48, 49, 50, 51]}"
126,family_practice,North,zh,0.627,360,F,42,Other,solo,2,16,True,,0,0.0,46800,"{""2023"": [2, 4, 7, 8, 12, 13, 16, 18, 20, 22, 23, 26, 28, 29, 31, 33, 35, 37, 38, 39, 42, 44, 46, 47, 48, 50]}"
127,family_practice,North,en,0.832,360,M,40,Black,group,5,22,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 13, 15, 18, 19, 20, 21, 26, 28, 29, 30, 34, 35, 36, 37, 38, 39, 42, 43, 46, 48, 50, 52]}"
128,family_practice,West,en,0.841,360,F,50,White,solo,1,6,True,,0,0.0,46800,"{""2023"": [3, 5, 7, 10, 11, 13, 14, 15, 17, 19, 20, 22, 23, 24, 25, 29, 33, 34, 36, 39, 44, 45, 47, 48, 49, 51]}"
129,family_practice,South,es,0.861,360,F,37,Other,group,2,33,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 8, 10, 12, 15, 19, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 38, 39, 41, 44, 46, 50, 52]}"
130,family_practice,West,en,0.945,360,M,50,White,group,3,23,True,,0,0.0,46800,"{""2023"": [5, 6, 7, 8, 11, 12, 16, 21, 23, 25, 27, 28, 30, 32, 33, 34, 35, 38, 39, 41, 42, 44, 45, 47, 48, 51]}"
131,family_practice,Central,es,0.886,360,F,63,Other,solo,4,10,True,,0,0.0,46800,"{""2023"": [1, 6, 11, 12, 13, 14, 16, 18, 20, 22, 23, 24, 25, 28, 29, 31, 32, 33, 35, 36, 39, 41, 42, 44, 47, 52]}"
132,family_practice,Central,es,0.962,360,F,41,Other,group,2,27,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 8, 13, 16, 17, 19, 21, 22, 24, 26, 27, 29, 31, 32, 33, 35, 37, 43, 44, 46, 47, 51, 52]}"
133,family_practice,Central,zh,0.642,360,F,35,Asian,group,4,39,True,,0,0.0,46800,"{""2023"": [1, 3, 9, 12, 13, 15, 16, 19, 21, 30, 31, 33, 34, 35, 36, 37, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52]}"
134,family_practice,South,es,0.613,360,M,48,Asian,group,2,6,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 7, 8, 12, 15, 16, 20, 21, 22, 27, 28, 30, 34, 36, 39, 40, 42, 43, 46, 47, 48, 49, 51, 52]}"
135,family_practice,North,en,0.929,360,F,55,Hispanic,solo,5,14,False,,0,0.0,46800,"{""2023"": [3, 4, 8, 10, 11, 14, 15, 17, 18, 22, 23, 25, 27, 29, 31, 34, 36, 38, 40, 42, 43, 47, 48, 49, 50, 51]}"
136,family_practice,East,en,0.604,360,M,56,Asian,group,2,20,True,,0,0.0,46800,"{""2023"": [1, 4, 10, 11, 14, 17, 18, 19, 20, 21, 25, 26, 27, 28, 30, 31, 32, 34, 36, 37, 38, 39, 42, 43, 44, 49]}"
137,family_practice,Central,zh,0.644,360,M,38,Asian,group,5,27,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 7, 9, 10, 17, 19, 21, 22, 24, 25, 26, 27, 30, 33, 34, 35, 36, 37, 39, 40, 41, 46, 50]}"
138,family_practice,Central,zh,0.732,360,F,47,Asian,solo,4,17,True,,0,0.0,46800,"{""2023"": [1, 9, 11, 17, 20, 22, 23, 26, 28, 30, 31, 33, 34, 35, 37, 39, 40, 41, 44, 45, 46, 47, 48, 49, 50, 51]}"
139,family_practice,East,zh,0.992,360,M,47,Black,solo,1,37,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 6, 7, 9, 12, 16, 18, 19, 20, 24, 25, 26, 28, 30, 32, 36, 39, 42, 44, 46, 50, 51, 52]}"
140,family_practice,West,es,0.898,360,F,32,Hispanic,group,5,34,True,,0,0.0,46800,"{""2023"": [1, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 21, 22, 24, 25, 31, 34, 37, 39, 41, 43, 45, 46, 47, 48]}"
141,family_practice,South,en,0.846,360,F,43,Black,group,2,5,True,,0,0.0,46800,"{""2023"": [1, 3, 9, 10, 11, 12, 14, 15, 16, 19, 23, 25, 27, 28, 30, 31, 34, 37, 38, 39, 40, 41, 44, 45, 49, 52]}"
142,family_practice,Central,es,0.66,360,M,50,Asian,group,5,23,True,,0,0.0,46800,"{""2023"": [1, 3, 5, 7, 9, 11, 16, 17, 21, 22, 23, 24, 26, 27, 28, 30, 32, 34, 35, 37, 40, 43, 46, 48, 51, 52]}"
143,family_practice,West,zh,0.724,360,F,62,Asian,solo,5,36,False,,0,0.0,46800,"{""2023"": [3, 5, 6, 10, 11, 12, 13, 14, 17, 20, 21, 22, 24, 27, 29, 31, 32, 33, 36, 38, 39, 41, 42, 48, 51, 52]}"
144,family_practice,South,zh,0.619,360,M,36,Black,group,1,26,True,,0,0.0,46800,"{""2023"": [1, 2, 7, 8, 9, 11, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 30, 32, 34, 37, 38, 40, 44, 47, 49, 51]}"
145,family_practice,Central,en,0.95,360,M,30,Black,group,5,23,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 6, 10, 11, 13, 16, 17, 18, 19, 24, 25, 26, 29, 32, 34, 41, 43, 45, 46, 47, 49, 51, 52]}"
146,family_practice,Central,en,0.914,360,F,31,Hispanic,group,4,2,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 7, 8, 9, 11, 14, 16, 20, 21, 26, 28, 30, 31, 33, 34, 37, 38, 39, 41, 42, 43, 46, 47, 51]}"
147,family_practice,Central,en,0.717,360,M,31,Asian,group,4,19,True,,0,0.0,46800,"{""2023"": [1, 5, 7, 8, 11, 12, 13, 14, 15, 18, 20, 22, 23, 26, 27, 28, 29, 31, 33, 35, 39, 40, 47, 48, 49, 50]}"
148,family_practice,West,es,0.907,360,F,61,Other,group,1,39,True,,0,0.0,46800,"{""2023"": [3, 4, 7, 13, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 37, 40, 42, 45, 47, 49, 52]}"
149,family_practice,Central,zh,0.92,360,F,53,White,group,3,18,True,,0,0.0,46800,"{""2023"": [4, 5, 7, 9, 14, 16, 17, 18, 19, 20, 22, 24, 25, 27, 30, 34, 36, 37, 40, 41, 43, 44, 47, 48, 50, 52]}"
150,family_practice,South,zh,0.727,360,F,65,White,group,1,23,False,,0,0.0,46800,"{""2023"": [2, 3, 6, 9, 10, 11, 14, 15, 17, 18, 19, 20, 21, 24, 25, 26, 28, 31, 36, 37, 39, 40, 41, 46, 48, 50]}"
151,family_practice,North,zh,0.601,360,M,65,Black,solo,1,21,True,,0,0.0,46800,"{""2023"": [3, 6, 8, 11, 12, 13, 14, 17, 21, 23, 24, 25, 28, 29, 30, 33, 35, 36, 37, 39, 40, 43, 45, 46, 49, 51]}"
152,family_practice,West,es,0.888,360,F,49,Black,group,4,11,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 7, 10, 18, 19, 20, 25, 28, 31, 33, 34, 35, 36, 39, 40, 41, 42, 43, 44, 46, 47, 48, 51]}"
153,family_practice,East,en,0.759,360,F,48,Black,solo,4,39,True,,0,0.0,46800,"{""2023"": [2, 6, 7, 8, 10, 13, 16, 17, 19, 22, 24, 25, 26, 27, 28, 30, 32, 35, 38, 39, 42, 44, 46, 47, 48, 50]}"
154,family_practice,North,zh,0.639,360,M,42,Black,group,4,5,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 10, 11, 13, 15, 16, 19, 22, 23, 27, 28, 33, 35, 38, 40, 42, 43, 45, 47, 48, 49, 50, 52]}"
155,family_practice,West,zh,0.677,360,M,54,Other,group,3,22,True,,0,0.0,46800,"{""2023"": [1, 3, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 31, 34, 38, 39, 40, 41, 43, 46, 49, 50]}"
156,family_practice,Central,en,0.702,360,F,35,Asian,group,2,30,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 9, 10, 12, 13, 17, 19, 24, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 43, 44, 46, 51, 52]}"
157,family_practice,East,es,0.652,360,F,47,Black,group,4,12,False,,0,0.0,46800,"{""2023"": [6, 7, 8, 9, 12, 13, 18, 20, 21, 23, 26, 28, 29, 32, 34, 35, 37, 38, 39, 40, 42, 44, 45, 47, 48, 52]}"
158,family_practice,North,en,0.784,360,M,61,White,group,3,5,True,,0,0.0,46800,"{""2023"": [4, 5, 6, 12, 13, 15, 16, 18, 20, 21, 23, 24, 30, 35, 36, 37, 38, 41, 42, 43, 45, 46, 48, 50, 51, 52]}"
159,family_practice,East,zh,0.842,360,F,52,Hispanic,group,4,36,True,,0,0.0,46800,"{""2023"": [5, 6, 7, 8, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 26, 28, 30, 34, 37, 41, 42, 45, 47, 51]}"
160,family_practice,Central,en,0.691,360,M,32,Hispanic,solo,2,25,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 7, 15, 16, 17, 19, 20, 22, 23, 24, 26, 30, 31, 34, 36, 37, 38, 39, 40, 41, 43, 44, 45, 49]}"
161,family_practice,North,zh,0.918,360,F,43,Other,solo,5,25,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 9, 12, 14, 18, 20, 22, 23, 25, 26, 28, 30, 31, 32, 33, 34, 38, 40, 43, 45, 47, 49, 51, 52]}"
162,family_practice,Central,en,0.733,360,F,56,Black,solo,1,30,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 8, 9, 13, 14, 18, 21, 23, 24, 25, 26, 28, 36, 37, 38, 41, 42, 45, 46, 48, 49, 50, 52]}"
163,family_practice,North,es,0.632,360,M,55,White,solo,2,8,True,,0,0.0,46800,"{""2023"": [1, 3, 6, 8, 10, 11, 13, 16, 19, 21, 22, 24, 25, 32, 34, 35, 36, 37, 38, 41, 44, 45, 46, 47, 50, 51]}"
164,family_practice,East,es,0.915,360,M,63,Black,group,3,19,True,,0,0.0,46800,"{""2023"": [1, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 24, 25, 26, 28, 30, 39, 45, 46, 48, 51]}"
165,family_practice,West,zh,0.714,360,F,31,White,group,2,1,True,,0,0.0,46800,"{""2023"": [3, 4, 5, 10, 12, 15, 17, 19, 20, 23, 24, 26, 27, 28, 29, 30, 32, 36, 40, 41, 42, 46, 47, 48, 49, 52]}"
166,family_practice,West,en,0.65,360,M,34,Black,solo,3,24,True,,0,0.0,46800,"{""2023"": [1, 3, 6, 9, 10, 12, 13, 14, 15, 19, 20, 21, 27, 30, 32, 33, 34, 35, 36, 37, 40, 42, 45, 46, 48, 49]}"
167,family_practice,South,zh,0.921,360,M,47,Other,solo,5,14,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 9, 10, 11, 13, 15, 16, 17, 18, 19, 21, 23, 24, 26, 29, 32, 39, 41, 45, 47, 48, 50, 51, 52]}"
168,family_practice,Central,zh,0.731,360,M,35,Asian,group,3,33,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 34, 39, 40, 46, 47, 52]}"
169,family_practice,East,en,0.792,360,M,36,Hispanic,group,3,18,False,,0,0.0,46800,"{""2023"": [1, 3, 4, 6, 11, 12, 13, 15, 17, 19, 22, 25, 27, 29, 32, 34, 35, 37, 39, 40, 41, 43, 46, 47, 51, 52]}"
170,family_practice,Central,en,0.578,360,F,40,Black,solo,2,11,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 9, 11, 12, 13, 15, 17, 18, 19, 21, 23, 25, 27, 31, 32, 33, 36, 39, 40, 41, 48, 50, 52]}"
171,family_practice,South,zh,0.651,360,M,63,Black,solo,3,8,True,,0,0.0,46800,"{""2023"": [3, 6, 8, 9, 10, 11, 14, 17, 18, 21, 22, 23, 24, 25, 27, 29, 33, 35, 36, 38, 40, 41, 42, 43, 45, 46]}"
172,family_practice,South,zh,0.778,360,F,52,Asian,solo,4,22,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 6, 7, 8, 9, 16, 18, 19, 20, 23, 26, 27, 28, 29, 31, 32, 33, 34, 37, 38, 39, 49, 51, 52]}"
173,family_practice,West,zh,0.594,360,M,60,Black,group,2,15,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 6, 7, 8, 9, 10, 12, 15, 16, 18, 19, 24, 25, 26, 30, 33, 38, 40, 41, 42, 44, 45, 46, 48]}"
174,family_practice,Central,zh,0.766,360,M,34,Asian,group,4,13,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 7, 12, 14, 16, 18, 19, 22, 24, 25, 29, 31, 33, 34, 38, 40, 42, 43, 44, 47, 49, 50, 52]}"
175,family_practice,South,en,0.888,360,F,44,Asian,solo,4,3,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 7, 9, 12, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 33, 35, 37, 39, 41, 42, 45, 50, 52]}"
176,family_practice,Central,zh,0.572,360,F,55,Other,group,5,3,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 7, 10, 11, 13, 15, 17, 18, 19, 21, 24, 26, 27, 29, 30, 33, 34, 37, 40, 44, 47, 49, 51, 52]}"
177,family_practice,Central,es,0.831,360,M,32,Other,solo,5,20,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 8, 9, 10, 12, 15, 16, 18, 19, 22, 23, 25, 28, 33, 34, 36, 39, 40, 41, 43, 45, 47, 48]}"
178,family_practice,North,es,0.607,360,M,55,Other,group,4,22,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 6, 9, 11, 15, 16, 18, 19, 20, 21, 23, 25, 26, 27, 31, 32, 34, 38, 40, 42, 43, 48, 49]}"
179,family_practice,East,en,0.687,360,M,30,White,group,2,1,True,,0,0.0,46800,"{""2023"": [3, 10, 12, 13, 14, 15, 20, 23, 24, 25, 26, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 43, 44, 50, 51, 52]}"
180,family_practice,North,en,0.956,360,F,37,White,group,2,18,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 8, 9, 12, 13, 16, 18, 19, 20, 23, 26, 28, 29, 33, 36, 39, 40, 42, 46, 47, 48, 49, 51, 52]}"
181,family_practice,West,zh,0.902,360,F,36,Black,group,4,27,True,,0,0.0,46800,"{""2023"": [1, 4, 7, 8, 10, 14, 15, 18, 20, 21, 22, 24, 25, 28, 29, 30, 31, 32, 36, 39, 40, 41, 45, 47, 48, 50]}"
182,family_practice,East,es,0.695,360,F,65,Asian,group,3,29,True,,0,0.0,46800,"{""2023"": [2, 7, 10, 12, 14, 15, 21, 24, 25, 26, 27, 28, 29, 31, 32, 33, 35, 38, 41, 42, 44, 45, 47, 49, 50, 52]}"
183,family_practice,East,es,0.789,360,F,53,Other,solo,2,3,True,,0,0.0,46800,"{""2023"": [2, 5, 6, 8, 10, 13, 14, 15, 17, 19, 20, 21, 25, 28, 32, 33, 34, 38, 39, 41, 44, 45, 48, 50, 51, 52]}"
184,family_practice,North,en,0.727,360,F,64,Other,solo,2,34,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 6, 10, 14, 16, 18, 20, 22, 24, 26, 30, 31, 33, 34, 35, 37, 38, 39, 45, 48, 49, 50, 51]}"
185,family_practice,East,zh,0.951,360,F,50,Asian,solo,2,29,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 9, 11, 13, 15, 17, 19, 20, 21, 23, 26, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 47, 50]}"
186,family_practice,South,zh,0.85,360,F,45,Other,solo,2,13,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 7, 8, 12, 13, 18, 19, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 37, 39, 40, 43, 46, 50]}"
187,family_practice,West,es,0.737,360,M,62,Other,solo,2,28,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 6, 8, 10, 11, 12, 13, 14, 15, 17, 20, 21, 22, 28, 29, 32, 33, 34, 37, 39, 44, 49, 50, 51]}"
188,family_practice,West,zh,0.843,360,M,41,Hispanic,solo,5,20,True,,0,0.0,46800,"{""2023"": [1, 7, 8, 11, 12, 13, 14, 15, 17, 18, 21, 23, 26, 29, 30, 31, 32, 33, 37, 40, 44, 45, 46, 47, 49, 50]}"
189,family_practice,West,es,0.948,360,F,59,Other,group,4,22,True,,0,0.0,46800,"{""2023"": [1, 3, 6, 8, 14, 15, 16, 18, 19, 21, 23, 27, 29, 30, 31, 32, 33, 36, 37, 39, 40, 42, 43, 44, 48, 49]}"
190,family_practice,South,es,0.645,360,F,62,Hispanic,group,5,20,True,,0,0.0,46800,"{""2023"": [5, 9, 10, 12, 13, 16, 17, 19, 21, 23, 26, 31, 33, 34, 36, 37, 38, 39, 41, 43, 44, 46, 49, 50, 51, 52]}"
191,family_practice,Central,es,0.732,360,F,57,Asian,solo,5,4,True,,0,0.0,46800,"{""2023"": [5, 6, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 24, 27, 28, 32, 33, 35, 38, 39, 40, 41, 46, 47, 50, 52]}"
192,family_practice,East,es,0.681,360,M,36,Hispanic,solo,3,35,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 6, 11, 12, 14, 17, 18, 20, 26, 27, 28, 30, 34, 36, 37, 39, 40, 41, 44, 45, 46, 47, 49, 51]}"
193,family_practice,West,zh,0.656,360,F,53,White,solo,2,5,False,,0,0.0,46800,"{""2023"": [1, 4, 5, 6, 10, 11, 13, 17, 19, 20, 22, 24, 26, 31, 32, 33, 34, 35, 40, 41, 45, 46, 47, 48, 49, 51]}"
194,family_practice,South,en,0.733,360,F,30,Asian,group,3,38,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 7, 9, 10, 14, 15, 16, 17, 19, 22, 23, 24, 26, 30, 31, 36, 37, 38, 40, 43, 44, 47, 51, 52]}"
195,family_practice,Central,en,0.74,360,F,42,Black,group,3,25,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 6, 8, 12, 13, 15, 16, 17, 20, 24, 25, 26, 28, 30, 31, 35, 36, 38, 40, 43, 47, 50, 51, 52]}"
196,family_practice,North,en,0.79,360,M,33,Asian,group,3,7,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 10, 12, 13, 14, 17, 18, 19, 21, 25, 28, 29, 31, 35, 36, 37, 39, 41, 44, 45, 46, 48, 51, 52]}"
197,family_practice,North,es,0.795,360,F,61,Hispanic,solo,1,16,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 17, 26, 28, 29, 34, 38, 40, 41, 42, 43, 44, 47, 48, 50, 51]}"
198,family_practice,East,es,0.674,360,M,36,White,solo,4,13,False,,0,0.0,46800,"{""2023"": [4, 5, 6, 11, 14, 18, 19, 21, 22, 25, 27, 29, 30, 31, 33, 35, 36, 37, 40, 41, 45, 48, 49, 50, 51, 52]}"
199,family_practice,Central,zh,0.628,360,F,59,Other,group,5,30,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 10, 15, 16, 18, 19, 22, 23, 24, 27, 29, 30, 31, 32, 34, 36, 37, 38, 44, 45, 49, 51, 52]}"
200,family_practice,Central,es,0.782,360,F,38,Other,group,1,14,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 6, 10, 12, 15, 17, 18, 20, 23, 24, 25, 32, 33, 34, 35, 36, 37, 39, 41, 43, 44, 47, 48, 52]}"
201,internal_medicine,West,es,0.902,360,M,33,Asian,group,1,13,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 12, 13, 15, 19, 20, 22, 23, 24, 25, 28, 30, 31, 32, 35, 36, 38, 40, 41, 44, 46, 47, 51]}"
202,internal_medicine,Central,es,0.774,360,F,47,White,group,1,6,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 6, 10, 12, 13, 16, 19, 20, 21, 22, 25, 26, 27, 29, 33, 36, 37, 40, 41, 44, 48, 49, 50, 52]}"
203,internal_medicine,West,zh,0.775,360,F,54,Black,group,4,24,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 6, 9, 11, 14, 15, 17, 20, 22, 23, 24, 29, 31, 33, 35, 38, 39, 42, 44, 48, 49, 50, 51]}"
204,internal_medicine,North,es,0.877,360,F,40,Other,group,4,15,True,,0,0.0,46800,"{""2023"": [2, 6, 7, 8, 10, 11, 12, 16, 19, 20, 26, 27, 28, 29, 30, 32, 34, 37, 38, 39, 44, 45, 48, 49, 50, 51]}"
205,internal_medicine,North,es,0.611,360,F,50,Black,group,2,5,True,,0,0.0,46800,"{""2023"": [3, 4, 6, 7, 10, 13, 15, 16, 18, 19, 20, 22, 26, 29, 31, 32, 41, 42, 43, 44, 45, 46, 48, 49, 51, 52]}"
206,internal_medicine,East,es,0.896,360,F,30,Hispanic,solo,4,18,True,,0,0.0,46800,"{""2023"": [1, 4, 7, 8, 9, 10, 11, 12, 16, 19, 23, 24, 25, 27, 30, 31, 33, 36, 39, 40, 43, 46, 47, 49, 50, 52]}"
207,internal_medicine,West,es,0.898,360,F,41,White,group,2,28,True,,0,0.0,46800,"{""2023"": [3, 7, 8, 13, 14, 16, 19, 20, 21, 23, 24, 25, 30, 31, 32, 34, 35, 36, 37, 38, 41, 43, 44, 47, 48, 51]}"
208,internal_medicine,East,zh,0.703,360,M,37,Black,group,4,30,False,,0,0.0,46800,"{""2023"": [4, 5, 6, 7, 9, 10, 11, 12, 16, 17, 21, 22, 23, 25, 26, 28, 29, 32, 33, 35, 36, 37, 39, 42, 47, 48]}"
209,internal_medicine,North,zh,0.875,360,M,59,Hispanic,solo,2,26,True,,0,0.0,46800,"{""2023"": [2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 28, 29, 30, 31, 36, 37, 45, 48]}"
210,internal_medicine,Central,zh,0.789,360,F,39,Hispanic,solo,5,31,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 8, 9, 12, 14, 18, 21, 24, 25, 26, 28, 30, 32, 34, 35, 36, 37, 38, 39, 41, 43, 47, 50, 51]}"
