doctor_id,specialty,region,language,quality_score,daily_minutes,gender,age,race,service_type,services_count,experience_years,board_certified,current_panel_size,expeceted_workload,max_workload,hires_at
273,internal_medicine,West,es,0.686,360,F,55,White,solo,1,8,True,141,1578.6860999999988,1560.0,
274,internal_medicine,North,zh,0.739,360,M,36,Black,group,4,22,True,109,1560.4268000000002,1560.0,
275,internal_medicine,Central,zh,0.65,360,M,55,White,solo,3,11,True,112,1560.209200000001,1560.0,
276,internal_medicine,West,en,0.877,360,F,43,Asian,solo,1,20,True,140,1585.1231999999995,1560.0,
277,internal_medicine,North,zh,0.812,360,M,40,Hispanic,solo,1,12,True,119,1575.8320000000006,1560.0,
278,internal_medicine,West,zh,0.663,360,M,63,Black,solo,3,5,True,109,1565.5928000000004,1560.0,
279,internal_medicine,South,en,1.0,360,M,53,Asian,solo,4,34,True,76,1562.628,1560.0,
280,internal_medicine,South,en,0.721,360,F,51,Other,solo,4,35,True,117,1565.2725999999993,1560.0,
281,internal_medicine,East,en,0.668,360,M,35,Asian,solo,5,24,True,108,1562.3618000000006,1560.0,
282,internal_medicine,West,zh,0.681,360,F,44,White,solo,2,31,False,145,1566.7739999999992,1560.0,
283,internal_medicine,West,en,0.698,360,F,47,Hispanic,solo,2,39,True,130,1572.0919999999994,1560.0,
284,internal_medicine,West,en,0.93,360,M,57,White,group,1,11,True,106,1563.2560000000005,1560.0,
285,internal_medicine,West,en,0.72,360,F,33,Asian,solo,2,6,True,137,1569.6073999999992,1560.0,
286,internal_medicine,Central,es,0.635,360,M,31,Asian,group,5,16,True,134,1589.7899000000004,1560.0,
287,internal_medicine,East,es,0.925,360,M,36,Asian,solo,4,13,True,126,1582.3369000000002,1560.0,
288,internal_medicine,West,zh,0.734,360,F,49,Other,solo,4,39,True,144,1585.8782999999987,1560.0,
289,internal_medicine,Central,es,0.784,360,F,62,Black,solo,3,36,True,144,1576.146499999999,1560.0,
290,internal_medicine,South,es,0.797,360,F,56,Other,group,2,10,True,165,1586.1415,1560.0,
291,internal_medicine,North,zh,0.744,360,M,46,Hispanic,solo,2,6,True,108,1568.4015000000002,1560.0,
292,internal_medicine,South,zh,0.727,360,F,41,White,solo,5,40,True,103,1571.2122999999997,1560.0,
293,internal_medicine,East,es,0.739,360,F,37,Other,solo,3,6,True,130,1561.8651999999986,1560.0,
294,internal_medicine,West,zh,1.0,360,M,50,Black,group,3,29,False,119,1560.1817000000003,1560.0,
295,internal_medicine,Central,zh,0.75,360,M,38,Hispanic,group,4,13,True,123,1561.7392000000004,1560.0,
296,internal_medicine,West,es,0.831,360,F,33,Asian,group,2,24,True,146,1563.9271999999987,1560.0,
297,internal_medicine,West,en,0.912,360,M,31,White,group,5,40,True,90,1593.3066999999994,1560.0,
298,internal_medicine,East,zh,0.837,360,F,43,Hispanic,group,2,27,True,157,1568.2852999999989,1560.0,
299,internal_medicine,North,zh,0.771,360,F,36,Other,solo,3,8,True,144,1576.5217999999984,1560.0,
300,internal_medicine,North,es,0.845,360,F,62,Black,group,5,34,False,134,1591.4346999999998,1560.0,
301,pediatrics,South,zh,0.856,360,M,60,White,solo,1,1,True,133,935.353900000001,1560.0,
302,pediatrics,Central,es,0.909,360,M,40,Other,group,2,1,True,248,1191.4911999999983,1560.0,
303,pediatrics,South,es,0.71,360,F,36,Hispanic,solo,3,20,True,151,1560.7210999999977,1560.0,
304,pediatrics,West,zh,0.92,360,M,35,Hispanic,group,4,37,True,100,1578.5163999999997,1560.0,
305,pediatrics,West,zh,0.617,360,M,39,Black,solo,5,10,True,245,1321.4410999999986,1560.0,
306,pediatrics,North,es,0.814,360,F,40,Hispanic,group,4,8,True,147,1573.3182999999983,1560.0,
307,pediatrics,West,zh,0.743,360,F,36,Asian,group,3,30,True,141,1571.0497999999993,1560.0,
308,pediatrics,South,zh,0.875,360,M,59,Hispanic,solo,3,1,True,147,1565.9004,1560.0,
309,pediatrics,Central,zh,0.68,360,M,39,Asian,solo,3,14,True,57,227.8849,1560.0,
310,pediatrics,Central,zh,0.898,360,F,65,Black,group,3,7,True,156,1562.0756999999987,1560.0,
311,pediatrics,West,es,0.811,360,M,56,Hispanic,group,5,28,True,118,1568.7135999999994,1560.0,
312,pediatrics,Central,es,0.709,360,M,51,Asian,solo,5,20,True,134,1562.3645,1560.0,
313,pediatrics,North,zh,0.718,360,F,32,Hispanic,group,2,34,True,130,1566.5696999999998,1560.0,
314,pediatrics,South,zh,0.718,360,F,33,Hispanic,group,3,4,True,171,1562.9250999999986,1560.0,
315,pediatrics,West,es,0.705,360,M,62,White,solo,3,24,True,127,1572.269699999999,1560.0,
316,pediatrics,North,es,0.779,360,F,32,Asian,group,4,20,True,125,1564.3953999999992,1560.0,
317,pediatrics,South,en,0.907,360,F,58,Asian,group,3,32,True,104,1585.0578999999993,1560.0,
318,pediatrics,Central,es,0.979,360,F,32,Asian,solo,3,22,True,151,1564.971499999999,1560.0,
319,pediatrics,South,es,0.674,360,F,46,Hispanic,group,4,16,True,127,1563.9408999999996,1560.0,
320,pediatrics,Central,zh,0.943,360,M,48,Asian,solo,4,30,True,133,1565.2817000000007,1560.0,
321,pediatrics,North,es,0.83,360,M,61,Hispanic,solo,3,39,False,141,1560.8749999999998,1560.0,
322,pediatrics,Central,zh,0.614,360,F,54,White,solo,5,14,True,54,270.37110000000007,1560.0,
323,pediatrics,North,en,0.615,360,M,56,Asian,group,5,2,True,96,1579.7141000000001,1560.0,
324,pediatrics,West,es,0.774,360,M,37,Hispanic,group,5,18,False,246,1437.4360999999985,1560.0,
325,pediatrics,North,en,0.758,360,F,30,Black,solo,4,7,False,257,1442.104299999996,1560.0,
326,pediatrics,South,en,0.942,360,F,45,Asian,solo,4,4,False,186,1560.723699999997,1560.0,
327,pediatrics,West,en,0.768,360,F,56,Black,group,3,35,True,120,1570.0645999999992,1560.0,
328,pediatrics,West,zh,1.0,360,M,45,Other,group,2,39,True,104,1565.9732000000001,1560.0,
329,pediatrics,East,en,0.652,360,F,62,Black,solo,4,6,True,142,1574.0791999999997,1560.0,
330,pediatrics,North,en,0.731,360,F,38,Asian,solo,1,25,True,130,1565.840899999999,1560.0,
331,pediatrics,Central,zh,0.712,360,M,41,Other,group,1,33,True,135,1564.2765000000009,1560.0,
332,pediatrics,Central,en,0.948,360,M,32,White,group,5,6,True,85,1562.0182000000002,1560.0,
333,pediatrics,East,en,1.0,360,M,49,White,solo,5,37,True,99,1566.8008,1560.0,
334,pediatrics,East,en,0.888,360,F,37,White,solo,4,9,True,160,1569.4187999999983,1560.0,
335,pediatrics,South,zh,0.605,360,M,65,Asian,solo,1,11,True,122,701.645900000001,1560.0,
336,pediatrics,East,es,0.802,360,M,50,Asian,group,3,28,True,100,1560.6616,1560.0,
337,pediatrics,North,en,0.659,360,M,33,Hispanic,group,5,7,True,87,1560.6471999999999,1560.0,
338,pediatrics,North,zh,0.912,360,F,46,Other,group,5,28,True,105,1565.3841,1560.0,
339,pediatrics,East,en,0.706,360,M,62,Hispanic,group,2,16,True,123,1577.2036999999993,1560.0,
340,pediatrics,East,es,0.889,360,M,59,Asian,solo,2,29,True,150,1563.7727000000011,1560.0,
341,pediatrics,Central,es,0.738,360,M,49,White,group,1,10,True,202,1137.700399999999,1560.0,
342,pediatrics,Central,zh,0.939,360,M,65,White,group,5,12,True,115,1564.8989000000001,1560.0,
343,pediatrics,West,zh,0.878,360,M,46,Other,solo,5,39,True,133,1566.5675999999999,1560.0,
344,pediatrics,East,en,0.694,360,F,60,Hispanic,group,1,32,True,139,1560.222099999998,1560.0,
345,pediatrics,Central,en,0.904,360,M,51,White,group,1,9,True,108,1574.415,1560.0,
346,pediatrics,West,en,0.756,360,F,39,Black,group,5,18,True,144,1568.528899999998,1560.0,
347,pediatrics,West,en,0.82,360,F,30,Black,group,3,24,True,147,1560.3318999999995,1560.0,
348,pediatrics,Central,es,0.637,360,F,32,Black,group,1,18,False,7,27.510799999999996,1560.0,
349,pediatrics,South,es,0.861,360,M,43,Other,solo,4,18,False,139,919.096900000001,1560.0,
350,pediatrics,East,es,0.603,360,M,58,Hispanic,solo,5,9,True,115,1562.9560999999999,1560.0,
351,pediatrics,Central,en,0.914,360,F,63,Hispanic,group,4,14,True,127,1568.2660999999994,1560.0,
352,pediatrics,North,zh,0.812,360,F,56,White,group,3,11,True,165,1561.5235999999989,1560.0,
353,pediatrics,North,es,0.757,360,F,38,Hispanic,group,2,22,False,232,1219.9884999999988,1560.0,
354,pediatrics,East,es,0.883,360,F,37,White,group,5,19,False,143,1581.2863,1560.0,
355,pediatrics,South,zh,0.765,360,F,50,Black,solo,2,4,True,157,900.1165999999988,1560.0,
356,pediatrics,North,es,0.676,360,M,57,White,group,1,25,True,110,1562.1505000000002,1560.0,
357,pediatrics,North,en,0.898,360,F,41,White,solo,2,34,True,105,1571.4676999999997,1560.0,
358,pediatrics,Central,en,0.649,360,F,65,Asian,solo,3,30,True,129,1563.0765999999987,1560.0,
359,pediatrics,South,en,0.871,360,M,39,Hispanic,group,1,15,True,108,1563.0836000000004,1560.0,
360,pediatrics,West,en,0.839,360,F,50,Hispanic,solo,4,39,True,121,1575.7931999999996,1560.0,
361,pediatrics,West,zh,0.955,360,F,61,Other,solo,1,29,True,168,1568.2087999999983,1560.0,
362,pediatrics,South,en,0.71,360,F,40,Asian,group,5,27,True,103,1564.6950999999988,1560.0,
363,pediatrics,Central,en,0.63,360,M,64,Asian,solo,1,20,True,143,1560.5881999999995,1560.0,
364,pediatrics,Central,zh,0.867,360,M,65,Hispanic,group,4,35,True,99,1562.5599000000009,1560.0,
365,pediatrics,North,zh,0.774,360,M,61,White,group,3,14,True,146,1570.3934000000006,1560.0,
366,pediatrics,West,en,0.941,360,M,41,Other,group,3,36,True,92,1561.3043000000002,1560.0,
367,pediatrics,Central,en,0.612,360,F,47,White,solo,5,3,True,256,1477.9675999999965,1560.0,
368,pediatrics,East,en,0.978,360,M,35,White,solo,5,32,True,100,1573.3363000000006,1560.0,
369,pediatrics,East,en,0.62,360,M,50,Hispanic,group,5,16,True,120,1569.3479,1560.0,
370,pediatrics,West,es,0.813,360,M,47,Black,group,5,19,True,128,1561.8330999999996,1560.0,
371,pediatrics,East,en,0.67,360,M,47,Asian,group,5,4,True,121,1562.3857000000003,1560.0,
372,pediatrics,North,zh,0.889,360,F,44,Other,solo,1,29,True,152,1563.7864999999993,1560.0,
373,pediatrics,Central,en,0.754,360,F,39,Black,group,3,21,False,259,1538.0312999999956,1560.0,
374,pediatrics,Central,en,0.656,360,F,38,Asian,group,3,1,True,159,1561.619099999999,1560.0,
375,pediatrics,West,zh,0.96,360,M,47,Black,solo,1,6,True,243,1380.1716999999974,1560.0,
376,pediatrics,South,es,0.815,360,M,48,Other,solo,4,35,True,92,1572.9122999999995,1560.0,
377,pediatrics,Central,en,0.641,360,F,46,Hispanic,solo,1,7,True,201,1176.5558999999987,1560.0,
378,pediatrics,South,zh,0.878,360,M,38,Black,solo,1,23,True,131,1561.4256000000005,1560.0,
379,pediatrics,East,en,0.809,360,M,50,Other,solo,4,1,True,151,1579.0995000000005,1560.0,
380,pediatrics,South,es,0.871,360,M,45,Asian,group,1,24,True,119,1590.4611000000002,1560.0,
381,internal_medicine,North,zh,0.813,360,M,40,Other,group,5,11,True,144,1570.7945000000004,1560.0,2023-12-20
382,internal_medicine,Central,es,0.778,360,M,64,White,group,3,35,True,125,1565.1723999999995,1560.0,2023-12-23
383,internal_medicine,North,es,0.68,360,F,44,Black,group,1,12,True,138,1565.319999999999,1560.0,2023-12-26
384,internal_medicine,North,zh,0.974,360,M,43,Other,group,5,29,True,123,1560.2906,1560.0,2023-12-29
385,internal_medicine,South,zh,0.794,360,F,40,Hispanic,solo,1,29,True,203,1576.2130999999977,1560.0,2023-12-31
386,internal_medicine,South,es,0.636,360,M,33,Black,solo,2,12,True,336,1561.6765999999993,1560.0,2024-01-03
387,internal_medicine,East,en,0.781,360,M,47,Other,group,1,4,True,240,1561.4415999999976,1560.0,2024-01-06
388,internal_medicine,Central,en,0.762,360,F,49,White,group,4,30,True,269,1564.8138999999971,1560.0,2024-01-10
389,internal_medicine,West,es,0.684,360,F,34,Asian,solo,5,6,True,371,1561.722099999996,1560.0,2024-01-16
390,family_practice,West,en,0.793,360,F,35,Hispanic,group,5,4,True,240,1561.2548999999997,1560.0,2024-01-16
391,family_practice,South,zh,0.672,360,M,54,Asian,solo,2,35,True,326,1560.9731999999979,1560.0,2024-01-19
392,internal_medicine,East,zh,1.0,360,M,34,Hispanic,group,3,40,True,372,1562.2715999999987,1560.0,2024-01-23
393,family_practice,West,zh,0.745,360,M,54,Black,group,5,8,True,391,1562.2907999999995,1560.0,2024-01-23
394,family_practice,West,es,0.885,360,F,65,Hispanic,group,4,39,True,388,1560.2862999999982,1560.0,2024-01-29
395,internal_medicine,West,zh,0.769,360,M,52,White,group,3,17,True,475,1561.449899999997,1560.0,2024-02-03
396,family_practice,West,zh,0.917,360,F,30,Black,solo,4,7,True,416,1561.1558999999963,1560.0,2024-02-04
397,family_practice,West,es,0.849,360,M,34,White,solo,2,6,True,591,1561.9631999999979,1560.0,2024-02-12
398,internal_medicine,South,es,0.913,360,F,44,Hispanic,solo,3,10,False,109,304.66759999999994,1560.0,2024-02-17
399,family_practice,North,zh,0.609,360,F,33,White,solo,3,28,True,482,1562.086299999995,1560.0,2024-02-22
400,family_practice,East,es,0.913,360,M,59,Hispanic,group,2,25,True,544,1562.4553999999985,1560.0,2024-03-07
401,internal_medicine,Central,en,0.832,360,M,63,White,group,2,12,True,559,1561.5146999999972,1560.0,2024-03-13
402,family_practice,West,es,0.594,360,F,55,Asian,solo,1,15,True,282,849.2400999999975,1560.0,2024-03-27
403,family_practice,West,es,0.677,360,M,58,Black,solo,3,13,True,205,444.84990000000107,1560.0,2024-04-20
404,internal_medicine,North,zh,0.74,360,F,38,White,solo,3,40,True,478,1272.7912999999999,1560.0,2024-04-23
405,family_practice,South,es,0.647,360,M,37,Black,group,3,21,True,667,1561.401699999995,1560.0,2024-05-31
406,internal_medicine,North,en,0.714,360,M,58,Hispanic,solo,2,34,True,281,597.9855000000011,1560.0,2024-07-19
407,family_practice,East,zh,0.926,360,F,37,Black,group,3,23,False,96,236.8118,1560.0,2024-07-31
408,family_practice,West,en,0.585,360,M,45,White,solo,4,10,True,3,5.6339,1560.0,2024-12-28
